Description A,Judge A,Description B,Judge B,Answer,Chapter,Book,Version
A presynaptic action potential normally produces a brief rise in presynaptic Ca2+ concentration.,True,A presynaptic action potential normally produces an extended rise in presynaptic Mg2+ concentration.,False,Description A,471,PrincipleNeuralScience,1.0
The α1-subunit of calcium channels is homologous to the α-subunit of voltage-gated Na+ channels.,True,The α1-subunit of calcium channels is homologous to the β-subunit of voltage-gated Cl- channels.,False,Description A,471,PrincipleNeuralScience,1.0
A model depicts that release is triggered by a major Ca2+ sensor that binds five Ca2+ ions.,True,A model depicts that release is triggered by a major K+ sensor that binds two Ca2+ ions.,False,Description A,471,PrincipleNeuralScience,1.0
The basal ganglia are important for adapting postural responses to a sudden change in initial conditions.,True,The basal ganglia are unimportant for adapting postural responses to a sudden change in initial conditions.,False,Description A,472,PrincipleNeuralScience,1.0
Lesions of insular cortex can impair perception of the visual vertical.,True,Lesions of insular cortex do not affect perception of the visual vertical.,False,Description A,472,PrincipleNeuralScience,1.0
"The rostral and ventral subdivisions of the anterior cingulate cortex have extensive connections with the hippocampus, amygdala, orbital prefrontal cortex, anterior insula, and nucleus accumbens and are involved in the integration of emotion, cognition, and autonomic nervous system function.",True,"The caudal subdivision of the anterior cingulate cortex has extensive connections with the hippocampus, amygdala, orbital prefrontal cortex, anterior insula, and nucleus accumbens and are involved in the integration of emotion, cognition, and autonomic nervous system function.",False,Description A,473,PrincipleNeuralScience,1.0
Studies of rodents have shown that new neurons within the dentate gyrus of the hippocampus can be incorporated into functional neural circuits.,True,Studies of rodents have shown that new neurons within the dentate gyrus of the hippocampus cannot be incorporated into functional neural circuits.,False,Description A,473,PrincipleNeuralScience,1.0
Reduced hippocampal volume has been reported in cases of PTSD and in major depression.,True,Increased hippocampal volume has been reported in cases of PTSD and in major depression.,False,Description A,473,PrincipleNeuralScience,1.0
"Excess glucocorticoid secretion, as occurs in depression, could cause hippocampal volume loss by inhibiting neurogenesis over time.",True,"Excess glucocorticoid secretion, as occurs in depression, enhances hippocampal volume by stimulating neurogenesis over time.",False,Description A,473,PrincipleNeuralScience,1.0
"Major depressive disorder can be treated effectively with antidepressant drugs, cognitive psychotherapy, and electroconvulsive therapy.",True,Major depressive disorder can be treated effectively only with electroconvulsive therapy.,False,Description A,473,PrincipleNeuralScience,1.0
Current antidepressant drugs affect monoaminergic neural systems.,True,Current antidepressant drugs exclusively affect dopaminergic neural systems.,False,Description A,473,PrincipleNeuralScience,1.0
Induced sadness in healthy subjects increases activity in the rostral anterior cingulate cortex.,True,Induced sadness in healthy subjects decreases activity in the rostral anterior cingulate cortex.,False,Description A,473,PrincipleNeuralScience,1.0
Functional abnormalities of brain reward circuitry may play a role in the symptoms of mood disorders.,True,Functional abnormalities of brain reward circuitry are unrelated to the symptoms of mood disorders.,False,Description A,473,PrincipleNeuralScience,1.0
The reward circuitry comprises the dopaminergic projections from the ventral tegmental area of the midbrain to forebrain targets.,True,The reward circuitry comprises projections from the cerebellum to forebrain targets.,False,Description A,473,PrincipleNeuralScience,1.0
Volume reductions in patients with major depression correlate with the duration of depressive episodes.,True,Volume reductions in patients with major depression correlate with improved mood.,False,Description A,473,PrincipleNeuralScience,1.0
Functional abnormalities of brain reward circuitry may also play a role in the symptoms of mood disorders.,True,Functional abnormalities of brain reward circuitry are not associated with symptoms of mood disorders.,False,Description A,473,PrincipleNeuralScience,1.0
The acquired loss of hippocampal volume in major depression could result from either loss of dendrites and dendritic spines or decreased cell numbers.,True,The acquired loss of hippocampal volume in major depression does not result from loss of dendrites and dendritic spines.,False,Description A,473,PrincipleNeuralScience,1.0
Stressful or aversive treatments inhibit the proliferation of granule cell precursors and suppress normal rates of neurogenesis in the hippocampus.,True,Stressful or aversive treatments enhance the proliferation of granule cell precursors and boost rates of neurogenesis in the hippocampus.,False,Description A,473,PrincipleNeuralScience,1.0
Antidepressants increase the rate of neurogenesis in the hippocampus.,True,Antidepressants decrease the rate of neurogenesis in the hippocampus.,False,Description A,473,PrincipleNeuralScience,1.0
Elevated cortisol levels in patients with major depression might be associated with reduced hippocampal volumes.,True,Elevated cortisol levels in patients with major depression might be associated with increased hippocampal volumes.,False,Description A,473,PrincipleNeuralScience,1.0
Glial cells greatly outnumber neurons—there are 2 to 10 times more glia than neurons in the vertebrate central nervous system.,True,Neurons greatly outnumber glial cells—there are 2 to 10 times more neurons than glia in the vertebrate central nervous system.,False,Description A,474,PrincipleNeuralScience,1.0
"Interneurons comprise the most numerous functional category, subdivided into relay and local classes.",True,"Motor neurons comprise the most numerous functional category, subdivided into relay and local classes.",False,Description A,474,PrincipleNeuralScience,1.0
"A simple behavior, the knee-jerk reflex, is controlled by a circuit of sensory and motor neurons.",True,"A complex behavior, the knee-jerk reflex, is controlled by a circuit of sensory and motor neurons.",False,Description A,474,PrincipleNeuralScience,1.0
Relay or projection interneurons have long axons and convey signals over considerable distances.,True,Local interneurons have long axons and convey signals over considerable distances.,False,Description A,474,PrincipleNeuralScience,1.0
"Sensory neurons supply the brain with data, whereas motor neurons convert ideation into praxis.",True,"Motor neurons supply the brain with data, whereas sensory neurons convert ideation into praxis.",False,Description A,474,PrincipleNeuralScience,1.0
Sensory neurons make both excitatory and inhibitory connections in the knee-jerk reflex.,True,Sensory neurons make only excitatory connections in the knee-jerk reflex.,False,Description A,474,PrincipleNeuralScience,1.0
Feedforward inhibition in the knee-jerk reflex involves both extensor and flexor muscles.,True,Feedforward inhibition in the knee-jerk reflex involves only flexor muscles.,False,Description A,474,PrincipleNeuralScience,1.0
The dendrites of the retinal ganglion cells determine their type based on size and shape.,True,The axons of the retinal ganglion cells determine their type based on size and shape.,False,Description A,474,PrincipleNeuralScience,1.0
Glia do not form dendrites and axons.,True,Glia form dendrites and axons like neurons.,False,Description A,474,PrincipleNeuralScience,1.0
Convergence is common at the output stages of the nervous system.,True,Divergence is common at the output stages of the nervous system.,False,Description A,474,PrincipleNeuralScience,1.0
The knee-jerk reflex is a stretch reflex activated by tapping the tendon just below the patella.,True,The knee-jerk reflex is a flexion reflex activated by tapping the tendon just below the patella.,False,Description A,474,PrincipleNeuralScience,1.0
The sensory neurons involved in the knee-jerk reflex are pseudo-unipolar cells.,True,The sensory neurons involved in the knee-jerk reflex are bipolar cells.,False,Description A,474,PrincipleNeuralScience,1.0
Afferent neurons from extensor muscles excite inhibitory interneurons in the knee-jerk reflex.,True,Afferent neurons from flexor muscles excite inhibitory interneurons in the knee-jerk reflex.,False,Description A,474,PrincipleNeuralScience,1.0
The knee-jerk reflex is used clinically to test the integrity of the nerves.,True,The knee-jerk reflex is used clinically to test the elasticity of the muscles.,False,Description A,474,PrincipleNeuralScience,1.0
Local interneurons have short axons because they form connections with nearby neurons.,True,Local interneurons have long axons because they form connections with nearby neurons.,False,Description A,474,PrincipleNeuralScience,1.0
"In the macaque monkey, V1 is located on the surface of the occipital lobe and sends axons in two pathways.",True,"In the macaque monkey, V1 is located on the surface of the frontal lobe and sends axons in two pathways.",False,Description A,475,PrincipleNeuralScience,1.0
The dorsal or movement-guidance pathway connects the primary visual cortex with the parietal lobe and then with the frontal lobes.,True,The dorsal or movement-guidance pathway connects the primary visual cortex directly to the temporal lobes.,False,Description A,475,PrincipleNeuralScience,1.0
"Patients with lesions of parietal areas fail to attend to objects on one side of the body, a syndrome called unilateral neglect.",True,"Patients with lesions of temporal areas fail to attend to objects on one side of the body, a syndrome called unilateral neglect.",False,Description A,475,PrincipleNeuralScience,1.0
The inferior temporal cortex stores information about the shapes and identities of objects; damage to that region results in the inability to recognize faces (prosopagnosia).,True,The parietal cortex stores information about the shapes and identities of objects; damage to that region results in the inability to recognize faces (prosopagnosia).,False,Description A,475,PrincipleNeuralScience,1.0
Receptive fields with the same eccentricity are relatively small at early levels in visual processing and become progressively larger at later levels.,True,Receptive fields with the same eccentricity are relatively large at early levels in visual processing and become progressively smaller at later levels.,False,Description A,475,PrincipleNeuralScience,1.0
Functional specificity has been demonstrated for a number of visual areas: VO1 is implicated in color processing.,True,Functional specificity has been demonstrated for a number of visual areas: VO1 is implicated in object shape processing.,False,Description A,475,PrincipleNeuralScience,1.0
A ventral pathway projects through V4 into areas of the inferior temporal cortex and mediates object recognition.,True,A ventral pathway projects through V4 into areas of the frontal lobe and mediates object recognition.,False,Description A,475,PrincipleNeuralScience,1.0
The pulvinar in the thalamus serves as a relay between cortical areas.,True,The lateral geniculate nucleus in the thalamus serves as a relay between cortical areas.,False,Description A,475,PrincipleNeuralScience,1.0
The on-center cells fire when a spot of light is turned on within a circular central region.,True,The on-center cells fire when a spot of light is turned off within a circular central region.,False,Description A,475,PrincipleNeuralScience,1.0
The lateral intraparietal area is involved in representing points in space that are the targets of eye movements or reaching.,True,The lateral occipital complex is involved in representing points in space that are the targets of eye movements or reaching.,False,Description A,475,PrincipleNeuralScience,1.0
Areas in the intraparietal sulcus are involved in control of spatial attention and saccadic eye movements.,True,Areas in the inferior temporal cortex are involved in control of spatial attention and saccadic eye movements.,False,Description A,475,PrincipleNeuralScience,1.0
The fusiform face area (FFA) codes faces.,True,The fusiform face area (FFA) codes places.,False,Description A,475,PrincipleNeuralScience,1.0
Responses to only one spot of light yielded a limited understanding of a cell’s receptive field.,True,Responses to only one spot of light yielded a comprehensive understanding of a cell’s receptive field.,False,Description A,475,PrincipleNeuralScience,1.0
The boundaries of these maps can be used to demarcate the boundaries of visual areas.,True,The boundaries of these maps can be used to demarcate the boundaries of auditory areas.,False,Description A,475,PrincipleNeuralScience,1.0
The extrastriate body area (EBA) responds more strongly to body parts than objects.,True,The extrastriate body area (EBA) responds more strongly to objects than body parts.,False,Description A,475,PrincipleNeuralScience,1.0
Current maps usually place the primary motor cortex (M1) in Brodmann’s area 4.,True,Current maps usually place the primary motor cortex (M1) in Brodmann’s area 6.,False,Description A,476,PrincipleNeuralScience,1.0
Optimal feedback control emphasizes the importance of feedback signals for the planning and control of movements.,True,Optimal feedback control emphasizes the importance of feedforward signals for the planning and control of movements.,False,Description A,476,PrincipleNeuralScience,1.0
Experimental tasks dissociate different types of movement-related information by revealing differences in neural activity across cortical motor regions.,True,Experimental tasks show uniform neural activity across all cortical motor regions regardless of the movement-related information.,False,Description A,476,PrincipleNeuralScience,1.0
The primary somatosensory cortex (S-I) processes cutaneous and muscle mechanoreceptor signals.,True,The primary somatosensory cortex (S-I) processes visual and auditory signals.,False,Description A,476,PrincipleNeuralScience,1.0
"The optimal feedback control framework divides the control of voluntary movements into three key processes: state estimation, task selection, and control policy.",True,The optimal feedback control framework divides the control of voluntary movements into two key processes: state estimation and control policy.,False,Description A,476,PrincipleNeuralScience,1.0
"At the neuromuscular junction, EEPSP = 0 mV, EK = −100 mV, and ENa = +55 mV.",True,"At the neuromuscular junction, EEPSP = +5 mV, EK = −10 mV, and ENa = +55 mV.",False,Description A,477,PrincipleNeuralScience,1.0
Tetrodotoxin blocks the voltage-gated Na+ channel but does not block the influx of Na+ through the nicotinic ACh receptor-channels.,True,Tetrodotoxin blocks the voltage-gated K+ channel but does not block the influx of Na+ through the nicotinic ACh receptor-channels.,False,Description A,477,PrincipleNeuralScience,1.0
The conductance of the ACh receptor-channel for Na+ is slightly higher than for K+.,True,The conductance of the ACh receptor-channel for K+ is slightly higher than for Na+.,False,Description A,477,PrincipleNeuralScience,1.0
"The ACh receptors have two binding sites for ACh, both must be occupied by transmitter for the channel to open efficiently.",True,"The ACh receptors have one binding site for ACh, which must be occupied by transmitter for the channel to open efficiently.",False,Description A,477,PrincipleNeuralScience,1.0
A minimal reaction model captures key steps of ACh receptor-channel function.,True,A complex reaction model captures key steps of ACh receptor-channel function.,False,Description A,477,PrincipleNeuralScience,1.0
Recent X-ray crystallographic data have provided a direct view of the large pore of the ACh receptor-channel.,True,Recent infrared spectroscopy data have provided a direct view of the large pore of the ACh receptor-channel.,False,Description A,477,PrincipleNeuralScience,1.0
The rapid opening of many channels causes a large increase in the total conductance of the end-plate membrane.,True,The rapid opening of a few channels causes a large increase in the total conductance of the end-plate membrane.,False,Description A,477,PrincipleNeuralScience,1.0
α-bungarotoxin binds tightly to the nicotinic receptors and blocks the action of ACh but does not interfere with voltage-gated Na+ channels.,True,α-bungarotoxin binds loosely to the nicotinic receptors and blocks the action of ACh but does not interfere with voltage-gated Na+ channels.,False,Description A,477,PrincipleNeuralScience,1.0
Heavy smokers can build up sufficient levels of nicotine to desensitize receptors in the brain.,True,Heavy smokers can build up insufficient levels of nicotine to desensitize receptors in the brain.,False,Description A,477,PrincipleNeuralScience,1.0
"To trigger an action potential, a synaptic potential must recruit neighboring voltage-gated Na+ channels.",True,"To trigger an action potential, a synaptic potential must recruit neighboring voltage-gated K+ channels.",False,Description A,477,PrincipleNeuralScience,1.0
The end-plate potential resulting from the opening of acetylcholine receptor-channels opens voltage-gated sodium channels.,True,The end-plate potential resulting from the opening of acetylcholine receptor-channels opens voltage-gated potassium channels.,False,Description A,477,PrincipleNeuralScience,1.0
The mature nicotinic ACh receptor is a membrane glycoprotein formed from five subunits.,True,The mature nicotinic ACh receptor is a membrane glycoprotein formed from three subunits.,False,Description A,477,PrincipleNeuralScience,1.0
One molecule of ACh must bind at each of the two sites for the channel to open efficiently.,True,Two molecules of ACh must bind at each of the two sites for the channel to open efficiently.,False,Description A,477,PrincipleNeuralScience,1.0
"A single type of ion channel, the ACh receptor-channel, generates the end-plate potential by allowing both Na+ and K+ to pass with nearly equal permeability.",True,Two types of ion channels generate the end-plate potential by allowing both Na+ and K+ to pass with nearly equal permeability.,False,Description A,477,PrincipleNeuralScience,1.0
The action potential is generated by sequential activation of two distinct classes of voltage-gated channels.,True,The action potential is generated by simultaneous activation of three distinct classes of voltage-gated channels.,False,Description A,477,PrincipleNeuralScience,1.0
Feedback control systems are known as feedback or closed-loop control because the sensorimotor loop is complete.,True,Feedback control systems are known as open-loop control because the sensorimotor loop is incomplete.,False,Description A,478,PrincipleNeuralScience,1.0
"If feedback delay increases, the control system may start to oscillate and eventually become unstable.",True,"If feedback delay decreases, the control system may start to oscillate and eventually become unstable.",False,Description A,478,PrincipleNeuralScience,1.0
Internal models can answer how can we generate motor commands and predict their consequences.,True,Internal models can answer how can we perceive body temperature and predict weather conditions.,False,Description A,478,PrincipleNeuralScience,1.0
The simplest form of feedback control occurs when the error exceeds a certain threshold.,True,The simplest form of feedback control occurs when the error is below a certain threshold.,False,Description A,478,PrincipleNeuralScience,1.0
Smooth pursuit eye movement uses feedback to minimize the velocity error on the retina.,True,Smooth pursuit eye movement uses feedforward to maximize the velocity error on the retina.,False,Description A,478,PrincipleNeuralScience,1.0
Skilled motor performance requires both control and prediction.,True,Skilled motor performance requires control but not prediction.,False,Description A,478,PrincipleNeuralScience,1.0
Internal sensorimotor models represent relationships of the body and external world.,True,Internal sensorimotor models only represent the internal state of the body.,False,Description A,478,PrincipleNeuralScience,1.0
Feedback control can be sensitive to feedback delays.,True,Feedback control is immune to feedback delays.,False,Description A,478,PrincipleNeuralScience,1.0
Internal models allow an organism to contemplate consequences without committing to actions.,True,Internal models force an organism to act out consequences to understand them.,False,Description A,478,PrincipleNeuralScience,1.0
State estimation can be improved by combining multiple sensory modalities.,True,State estimation cannot be improved by combining sensory modalities.,False,Description A,478,PrincipleNeuralScience,1.0
Prediction and control map onto forward and inverse models.,True,Prediction and control are unrelated to forward and inverse models.,False,Description A,478,PrincipleNeuralScience,1.0
The vestibulo-ocular reflex offers precise fixation due to feedforward control.,False,The vestibulo-ocular reflex offers precise fixation due to feedback control.,True,Description B,478,PrincipleNeuralScience,1.0
Sophisticated computation is required to estimate current body states accurately.,True,Estimation of body states is simple and requires no computation.,False,Description A,478,PrincipleNeuralScience,1.0
Estimating the body’s state uses internal models of sensorimotor transformations.,True,Estimating the body’s state does not use any form of internal models.,False,Description A,478,PrincipleNeuralScience,1.0
Feedback control is robust to noise but sensitive to delays.,True,Feedback control is insensitive to noise and delays.,False,Description A,478,PrincipleNeuralScience,1.0
"A single motor neuron may be the target of as many as 10,000 different presynaptic terminals.",True,A single motor neuron may be the target of only 100 different presynaptic terminals.,False,Description A,479,PrincipleNeuralScience,1.0
"The reversal potential for Cl− is typically more negative than the resting potential, leading to hyperpolarization.",True,"The reversal potential for Cl− is typically more positive than the resting potential, leading to hyperpolarization.",False,Description A,479,PrincipleNeuralScience,1.0
GABAB responses turn on more slowly and persist for a longer time compared with GABAA responses.,True,GABAB responses turn on more quickly and persist for a shorter time compared with GABAA responses.,False,Description A,479,PrincipleNeuralScience,1.0
5-HT3 receptor-channels are permeable to monovalent cations and have a reversal potential near 0 mV.,True,5-HT3 receptor-channels are impermeable to monovalent cations and have a reversal potential far from 0 mV.,False,Description A,479,PrincipleNeuralScience,1.0
EPSPs produced by motor neurons are often only 0.2 to 0.4 mV in amplitude.,True,EPSPs produced by motor neurons are often 10 to 12 mV in amplitude.,False,Description A,479,PrincipleNeuralScience,1.0
"P2X receptor-channels are permeable to both monovalent cations and Ca2+, with a reversal potential near 0 mV.",True,"P2X receptor-channels are impermeable to Ca2+, with a reversal potential near 0 mV.",False,Description A,479,PrincipleNeuralScience,1.0
Neuronal integration reflects the task that confronts the nervous system as a whole.,True,Neuronal integration is unrelated to the task that confronts the nervous system as a whole.,False,Description A,479,PrincipleNeuralScience,1.0
"In some neurons, the resting potential is approximately equal to ECl, making the electrochemical driving force on Cl− nearly zero.",True,"In some neurons, the resting potential is substantially different from ECl, making the electrochemical driving force on Cl− large.",False,Description A,479,PrincipleNeuralScience,1.0
The opening of Cl− channels results in a positive current corresponding to an influx of Cl− ions.,True,The opening of Cl− channels results in a negative current corresponding to an influx of Cl− ions.,False,Description A,479,PrincipleNeuralScience,1.0
Opening Cl− channels in neurons can result in short-circuiting or shunting effects.,True,Opening Cl− channels in neurons can result in amplification or enhancing effects.,False,Description A,479,PrincipleNeuralScience,1.0
Some central neurons have a resting potential nearly equal to the Cl− reversal potential.,True,All central neurons have a resting potential much more positive than the Cl− reversal potential.,False,Description A,479,PrincipleNeuralScience,1.0
Excitatory inputs added in neurons result in summation.,True,Excitatory inputs added in neurons result in division.,False,Description A,479,PrincipleNeuralScience,1.0
Cl− efflux can lead to depolarizing responses under certain conditions.,True,Cl− efflux frequently leads to hyperpolarizing responses under all conditions.,False,Description A,479,PrincipleNeuralScience,1.0
The charge carrier in Cl− channel opening is a negatively charged Cl− ion.,True,The charge carrier in Cl− channel opening is a positively charged Cl− ion.,False,Description A,479,PrincipleNeuralScience,1.0
Activation of GABAA receptors can cause depolarization in newborn animals.,True,Activation of GABAA receptors typically causes hyperpolarization in newborn animals.,False,Description A,479,PrincipleNeuralScience,1.0
"During transport of glutamate, one negatively charged molecule of the transmitter is imported with three Na+ ions and one proton in exchange for the export of one K+, leading to a net influx of two positive charges.",True,"During transport of glutamate, one negatively charged molecule of the transmitter is imported with three Na+ ions and one proton in exchange for the export of two K+, leading to a net influx of three positive charges.",False,Description A,480,PrincipleNeuralScience,1.0
"The psychostimulatory effects of cocaine result from its action to prevent reuptake of dopamine, thereby increasing its extracellular levels.",True,"The psychostimulatory effects of cocaine result from its action to enhance the uptake of dopamine, thereby reducing its extracellular levels.",False,Description A,480,PrincipleNeuralScience,1.0
"Synaptic vesicles in the periphery are highly concentrated in nerve endings and, in the brain, tend to be at varicosities along the axon at presynaptic sites.",True,"Synaptic vesicles in the periphery are scarce in nerve endings and, in the brain, never tend to be at varicosities along the axon at presynaptic sites.",False,Description A,480,PrincipleNeuralScience,1.0
The enzymes that regulate transmitter biosynthesis are under tight regulatory control and can produce homeostatic changes in the levels and activity of these enzymes.,True,The enzymes that regulate transmitter biosynthesis are under loose regulation and cannot produce homeostatic changes in the levels and activity of these enzymes.,False,Description A,480,PrincipleNeuralScience,1.0
Glutamate transport requires the countertransport of K+ driven by the electrochemical potential provided by the Na+ gradient.,True,Glutamate transport requires the cotransport of Cl− driven by the electrochemical potential provided by the Na+ gradient.,False,Description A,480,PrincipleNeuralScience,1.0
The co-release of several neuroactive substances onto appropriate postsynaptic receptors permits great diversity of information to be transferred in a single synaptic action.,True,The co-release of several neuroactive substances onto appropriate postsynaptic receptors limits the diversity of information to be transferred in a single synaptic action.,False,Description A,480,PrincipleNeuralScience,1.0
Amphetamine-induced dopamine release through DAT requires phosphorylation of its N-terminus.,True,Amphetamine-induced dopamine release through DAT occurs independently of phosphorylation of its N-terminus.,False,Description A,480,PrincipleNeuralScience,1.0
Precise mechanisms for terminating transmitter actions are nearly as important as transmitting synthesis and release.,True,Precise mechanisms for terminating transmitter actions are not important compared to transmitting synthesis and release.,False,Description A,480,PrincipleNeuralScience,1.0
The normal physiological role of the phosphorylation of DAT's N-terminus remains a mystery.,True,The normal physiological role of the phosphorylation of DAT's N-terminus is fully understood.,False,Description A,480,PrincipleNeuralScience,1.0
"The NSS proteins can run backward, allowing them to generate transmitter efflux and are best characterized for dopamine.",True,"The NSS proteins run strictly forward, which restricts their ability to generate transmitter efflux for dopamine.",False,Description A,480,PrincipleNeuralScience,1.0
Acetylcholine is rapidly hydrolyzed by acetylcholinesterase to choline and acetate.,True,Acetylcholine is slowly converted by acetyltransferase to acetyl-CoA and acetate.,False,Description A,480,PrincipleNeuralScience,1.0
Computational studies suggest phosphorylation-regulated interactions of DAT's N-terminus with acidic lipids play a role in modulating transporter function.,True,Experimental studies show phosphorylated interactions of DAT's C-terminus with neutral lipids play a role in modulating transporter function.,False,Description A,480,PrincipleNeuralScience,1.0
"Small-molecule transmitters are taken up and highly concentrated in vesicles, protected from degradative enzymes in the cytoplasm.",True,Small-molecule transmitters are dispersed loosely in the cytoplasm and vulnerable to degradative enzymes.,False,Description A,480,PrincipleNeuralScience,1.0
Not all molecules released by a neuron are chemical messengers—only those that bind to appropriate receptors and initiate functional changes are considered neurotransmitters.,True,All molecules released by a neuron are chemical messengers regardless of receptor binding and functional initiation.,False,Description A,480,PrincipleNeuralScience,1.0
"The electrochemical driving force is often sufficient for NSS transporters to carry transmitters into the cell, thereby increasing the cytoplasmic transmitter concentration.",True,"The electrochemical driving force is never sufficient for NSS transporters to carry transmitters into the cell, resulting in the decrease of cytoplasmic transmitter concentration.",False,Description A,480,PrincipleNeuralScience,1.0
The deepest dendrites of J-RGCs are represented in red in the transgenic labeling of the mouse retina.,True,The deepest dendrites of J-RGCs are represented in blue in the transgenic labeling of the mouse retina.,False,Description A,481,PrincipleNeuralScience,1.0
The history of developmental neurobiology includes Santiago Ramón y Cajal's anatomical studies on the nervous system's structure.,True,The history of developmental neurobiology excludes Santiago Ramón y Cajal's anatomical studies on the nervous system's structure.,False,Description A,481,PrincipleNeuralScience,1.0
Some molecules that control neural development are transcription factors that regulate gene expression.,True,Transcription factors do not play a role in controlling gene expression during neural development.,False,Description A,481,PrincipleNeuralScience,1.0
Genetic programs governing body plan and neural connectivity are conserved throughout phylogeny.,True,Genetic programs governing body plan and neural connectivity are not conserved throughout phylogeny.,False,Description A,481,PrincipleNeuralScience,1.0
Axons of many neuronal types must often navigate long distances during neural development.,True,Axons of many neuronal types only travel short distances during neural development.,False,Description A,481,PrincipleNeuralScience,1.0
The experience-dependent remodeling of the brain is especially prominent and prolonged in humans.,True,The experience-dependent remodeling of the brain is minimal and short-lived in humans.,False,Description A,481,PrincipleNeuralScience,1.0
Santiago Ramón y Cajal deduced many developmental principles of neurobiology using light microscopic analysis of fixed tissue.,True,Santiago Ramón y Cajal used electron microscopy to deduce developmental principles of neurobiology.,False,Description A,481,PrincipleNeuralScience,1.0
"Neuronal wiring includes the migration of somata, axon guidance, and synaptic connection formation.",True,Neuronal wiring exclusively involves synaptic connection formation.,False,Description A,481,PrincipleNeuralScience,1.0
The first epoch of neural development involves the generation and differentiation of neurons and glia.,True,The first epoch of neural development primarily involves the establishment of synaptic connections.,False,Description A,481,PrincipleNeuralScience,1.0
"Transcription factors, which are cell-autonomous factors, regulate gene expression during neural development.",True,"Transcription factors, which are cell non-autonomous factors, regulate gene expression during neural development.",False,Description A,481,PrincipleNeuralScience,1.0
Cell non-autonomous factors include cell surface and secreted molecules that arise from other cells.,True,Cell non-autonomous factors do not involve cell surface or secreted molecules.,False,Description A,481,PrincipleNeuralScience,1.0
The etiology of some neurological diseases is being elucidated through neural development studies.,True,Neurological diseases have no connection to neural development studies.,False,Description A,481,PrincipleNeuralScience,1.0
Fruit flies and nematode worms are genetically accessible organisms used to study neural development.,True,Butterflies and beetles are the primary organisms used to study neural development.,False,Description A,481,PrincipleNeuralScience,1.0
The nervous system's plasticity is evident during early life and can be recruited in adults.,True,The nervous system's plasticity is purely a factor of early life and cannot be recruited in adults.,False,Description A,481,PrincipleNeuralScience,1.0
Developmental neurobiology has progressed significantly with advances in methods like electrophysiology and molecular biology.,True,Developmental neurobiology has remained unchanged due to a lack of advancements in methods.,False,Description A,481,PrincipleNeuralScience,1.0
"The neocortex receives inputs from the thalamus, other cortical regions on both sides of the brain, and other subcortical structures.",True,The neocortex receives inputs exclusively from cortical regions on both sides of the brain.,False,Description A,482,PrincipleNeuralScience,1.0
Layer IV in the primary visual cortex is so heavily populated by neurons and so complex that it is divided into three sublayers.,True,"Layer IV in the primary visual cortex is sparsely populated by neurons, making it less complex and not divided into sublayers.",False,Description A,482,PrincipleNeuralScience,1.0
Areas with a prominent layer IV are called granular cortex.,True,Areas with a prominent layer IV are called agranular cortex.,False,Description A,482,PrincipleNeuralScience,1.0
"Layer V, the internal pyramidal cell layer, contains mainly pyramidally shaped cells that are typically larger than those in layer III.",True,"Layer V, the internal pyramidal cell layer, contains mainly pyramidally shaped cells that are typically smaller than those in layer III.",False,Description A,482,PrincipleNeuralScience,1.0
Layer VI is called the polymorphic or multiform layer.,True,Layer VI is called the monomorphic or single-form layer.,False,Description A,482,PrincipleNeuralScience,1.0
Korbinian Brodmann divided the cerebral cortex into 47 regions based on cytoarchitectonic differences.,True,Korbinian Brodmann divided the cerebral cortex into 30 regions based on cytoarchitectonic differences.,False,Description A,482,PrincipleNeuralScience,1.0
The neocortex's organization increases its computational efficiency.,True,The neocortex's organization reduces its computational efficiency.,False,Description A,482,PrincipleNeuralScience,1.0
"The Golgi stain reveals a subset of neuronal cell bodies, axons, and dendritic trees.",True,The Golgi stain reveals the pattern of myelinated fibers.,False,Description A,482,PrincipleNeuralScience,1.0
"Approximately two-thirds of the neocortex is along the deep wrinkles of the cortex, termed sulci.",True,"Approximately one-third of the neocortex is along the deep wrinkles of the cortex, termed sulci.",False,Description A,482,PrincipleNeuralScience,1.0
Layer IV is the main recipient of sensory input from the thalamus.,True,Layer IV is primarily responsible for processing motor output.,False,Description A,482,PrincipleNeuralScience,1.0
The neurons located deeper in layer III are typically larger than those located more superficially.,True,The neurons located deeper in layer III are typically smaller than those located more superficially.,False,Description A,482,PrincipleNeuralScience,1.0
The thickness of individual layers and details of their functional organization vary throughout the cortex.,True,The thickness of individual layers and details of their functional organization are uniform throughout the cortex.,False,Description A,482,PrincipleNeuralScience,1.0
"Layer I, the molecular layer, is occupied by the dendrites of cells located in deeper layers and axons that travel through this layer.",True,"Layer I, the molecular layer, contains primarily axons and lacks dendrites.",False,Description A,482,PrincipleNeuralScience,1.0
The external granular cell layer is one of two layers that contain small spherical neurons.,True,The external pyramidal cell layer exclusively contains small spherical neurons.,False,Description A,482,PrincipleNeuralScience,1.0
Corticocortical connections arise primarily from neurons in layers II and III.,True,Corticocortical connections arise primarily from neurons in layers IV and V.,False,Description A,482,PrincipleNeuralScience,1.0
Synaptotagmin mediates Ca2+-dependent transmitter release by forming a protein complex that favors vesicle fusion.,True,Synaptotagmin mediates K+-dependent transmitter release by forming a protein complex that favors vesicle fusion.,False,Description A,483,PrincipleNeuralScience,1.0
Vesicles are tethered to filamentous proteins of the active zone.,True,"Vesicles are untethered in the active zone, floating freely.",False,Description A,483,PrincipleNeuralScience,1.0
